Season,Year,Tour,Week,Date,Tournament,Location,Winner,Score,1st prize ($),Purse ($),OWGR points,Notes,TournamentURL,TournamentRedirectURL,PlayerURL
1995,1995,PGA,33,20-Aug,Sprint International,Colorado,Lee Janzen (7),34 (Stableford),"270,000","1,500,000",,,/wiki/The_International_(golf),/wiki/The_International_(golf),/wiki/Lee_Janzen
1995,1995,PGA,34,27-Aug,NEC World Series of Golf,Ohio,Greg Norman (17),278 (-2),"360,000","2,000,000",,,/wiki/NEC_World_Series_of_Golf,/wiki/NEC_World_Series_of_Golf,/wiki/Greg_Norman
1995,1995,PGA,35,3-Sep,Greater Milwaukee Open,Wisconsin,Scott Hoch (6),269 (-15),"180,000","1,000,000",,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Scott_Hoch
1995,1995,PGA,36,10-Sep,Bell Canadian Open,Canada,Mark O'Meara (10),274 (-14),"234,000","1,300,000",,,/wiki/Bell_Canadian_Open,/wiki/Canadian_Open_%28golf%29,/wiki/Mark_O%27Meara
1995,1995,PGA,37,17-Sep,B.C. Open,New York,Hal Sutton (8),269 (-15),"180,000","1,000,000",,,/wiki/B.C._Open,/wiki/B.C._Open,/wiki/Hal_Sutton
1995,1995,PGA,38,24-Sep,Quad City Classic,Illinois,D. A. Weibring (4),197 (-13),"180,000","1,000,000",,,/wiki/Quad_City_Classic,/wiki/John_Deere_Classic,/wiki/D._A._Weibring
1995,1995,PGA,39,1-Oct,Buick Challenge,Georgia,Fred Funk (3),272 (-16),"180,000","1,000,000",,,/wiki/Buick_Challenge,/wiki/Southern_Open,/wiki/Fred_Funk
1995,1995,PGA,40,8-Oct,Walt Disney World/Oldsmobile Classic,Florida,Brad Bryant (1),198 (-18),"216,000","1,200,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Brad_Bryant
1995,1995,PGA,41,15-Oct,Las Vegas Invitational,Nevada,Jim Furyk (1),331 (-28),"270,000","1,500,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/Jim_Furyk
1995,1995,PGA,42,22-Oct,LaCantera Texas Open,Texas,Duffy Waldorf (1),268 (-20),"198,000","1,100,000",,,/wiki/LaCantera_Texas_Open,/wiki/Valero_Texas_Open,/wiki/Duffy_Waldorf
1995,1995,PGA,43,29-Oct,The Tour Championship,Oklahoma,Billy Mayfair (3),280 (E),"540,000","3,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,/wiki/Billy_Mayfair
1996,1996,PGA,1,7-Jan,Mercedes Championships,California,Mark O'Meara (11),271 (-17),"180,000","1,000,000",,,/wiki/Mercedes_Championships,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Mark_O%27Meara
1996,1996,PGA,2,14-Jan,Nortel Open,Arizona,Phil Mickelson (6),273 (-14),"225,000","1,250,000",,,/wiki/Nortel_Open,/wiki/Tucson_Open,/wiki/Phil_Mickelson
1996,1996,PGA,3,21-Jan,Bob Hope Chrysler Classic,California,Mark Brooks (5),337 (-23),"234,000","1,300,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/Mark_Brooks_(golfer)
1996,1996,PGA,4,27-Jan,Phoenix Open,Arizona,Phil Mickelson (7),269 (-15),"234,000","1,300,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Phil_Mickelson
1996,1996,PGA,5,4-Feb,AT&T Pebble Beach National Pro-Am,California,,,,,,Cancelled,/wiki/AT%26T_Pebble_Beach_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,
1996,1996,PGA,6,11-Feb,Buick Invitational,California,Davis Love III (10),269 (-19),"216,000","1,200,000",,,/wiki/Buick_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Davis_Love_III
1996,1996,PGA,7,18-Feb,United Airlines Hawaiian Open,Hawaii,Jim Furyk (2),277 (-11),"216,000","1,200,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Jim_Furyk
1996,1996,PGA,8,25-Feb,Nissan Open,California,Craig Stadler (12),278 (-6),"216,000","1,200,000",,,/wiki/Nissan_Open,/wiki/Los_Angeles_Open,/wiki/Craig_Stadler
1996,1996,PGA,9,3-Mar,Doral-Ryder Open,Florida,Greg Norman (18),269 (-19),"324,000","1,800,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/Greg_Norman
1996,1996,PGA,10,10-Mar,Honda Classic,Florida,Tim Herron (1),271 (-17),"234,000","1,300,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Tim_Herron
1996,1996,PGA,11,17-Mar,Bay Hill Invitational,Florida,Paul Goydos (1),275 (-13),"216,000","1,200,000",,,/wiki/Bay_Hill_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Paul_Goydos
1996,1996,PGA,12,24-Mar,Freeport-McDermott Classic,Louisiana,Scott McCarron (1),275 (-13),"216,000","1,200,000",,,/wiki/Freeport-McDermott_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Scott_McCarron
1996,1996,PGA,13,31-Mar,The Players Championship,Florida,Fred Couples (12),270 (-18),"630,000","3,500,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Fred_Couples
1996,1996,PGA,14,7-Apr,BellSouth Classic,Georgia,Paul Stankowski (1),280 (-8),"234,000","1,300,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/Paul_Stankowski
1996,1996,MAJ,15,14-Apr,Masters Tournament,Georgia,Nick Faldo (8),276 (-12),"450,000","2,500,000",,Major championship,/wiki/1996_Masters_Tournament,/wiki/1996_Masters_Tournament,/wiki/Nick_Faldo
1996,1996,PGA,16,21-Apr,MCI Classic,South Carolina,Loren Roberts (3),265 (-19),"252,000","1,400,000",,,/wiki/MCI_Classic,/wiki/RBC_Heritage,/wiki/Loren_Roberts
1996,1996,PGA,17,28-Apr,Greater Greensboro Chrysler Classic,North Carolina,Mark O'Meara (12),274 (-14),"324,000","1,800,000",,,/wiki/Greater_Greensboro_Chrysler_Classic,/wiki/Wyndham_Championship,/wiki/Mark_O%27Meara
1996,1996,PGA,18,5-May,Shell Houston Open,Texas,Mark Brooks (6),274 (-14),"270,000","1,500,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/Mark_Brooks_(golfer)
1996,1996,PGA,19,12-May,GTE Byron Nelson Golf Classic,Texas,Phil Mickelson (8),265 (-15),"270,000","1,500,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Phil_Mickelson
1996,1996,PGA,20,19-May,MasterCard Colonial,Texas,Corey Pavin (14),272 (-8),"270,000","1,500,000",,,/wiki/MasterCard_Colonial,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Corey_Pavin
1996,1996,PGA,21,26-May,Kemper Open,Maryland,Steve Stricker (1),270 (-14),"270,000","1,500,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Steve_Stricker
1996,1996,PGA,22,2-Jun,Memorial Tournament,Ohio,Tom Watson (38),274 (-14),"324,000","1,800,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Tom_Watson_(golfer)
1996,1996,PGA,23,9-Jun,Buick Classic,New York,Ernie Els (3),271 (-13),"216,000","1,200,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/Ernie_Els
1996,1996,MAJ,24,16-Jun,U.S. Open,Michigan,Steve Jones (5),278 (-2),"425,000","2,400,000",,Major championship,/wiki/1996_U.S._Open_(golf),/wiki/1996_U.S._Open_(golf),/wiki/Steve_Jones_(golfer)
1996,1996,PGA,25,23-Jun,FedEx St. Jude Classic,Tennessee,John Cook (7),258 (-26),"243,000","1,350,000",,,/wiki/FedEx_St._Jude_Classic,/wiki/St._Jude_Classic,/wiki/John_Cook_(golfer)
1996,1996,PGA,26,30-Jun,Canon Greater Hartford Open,Connecticut,D. A. Weibring (5),270 (-10),"270,000","1,500,000",,,/wiki/Canon_Greater_Hartford_Open,/wiki/Travelers_Championship,/wiki/D._A._Weibring
1996,1996,PGA,27,7-Jul,Motorola Western Open,Illinois,Steve Stricker (2),270 (-18),"360,000","2,000,000",,,/wiki/Motorola_Western_Open,/wiki/Western_Open,/wiki/Steve_Stricker
1996,1996,PGA,28,14-Jul,Michelob Championship at Kingsmill,Virginia,Scott Hoch (7),265 (-19),"225,000","1,250,000",,,/wiki/Michelob_Championship_at_Kingsmill,/wiki/Michelob_Championship,/wiki/Scott_Hoch
1996,1996,MAJ,29,21-Jul,The Open Championship,England,Tom Lehman (3),271 (-13),"310,000","2,200,000",,Major championship,/wiki/1996_Open_Championship,/wiki/1996_Open_Championship,/wiki/Tom_Lehman
1996,1996,PGA,29,21-Jul,Deposit Guaranty Golf Classic,Mississippi,Willie Wood (1),268 (-20),"180,000","1,000,000",,,/wiki/Deposit_Guaranty_Golf_Classic,/wiki/Sanderson_Farms_Championship,/wiki/Willie_Wood_(golfer)
1996,1996,PGA,30,28-Jul,CVS Charity Classic,Massachusetts,John Cook (8),268 (-16),"216,000","1,200,000",,,/wiki/CVS_Charity_Classic,/wiki/New_England_Classic,/wiki/John_Cook_(golfer)
1996,1996,PGA,31,4-Aug,Buick Open,Michigan,Justin Leonard (1),266 (-22),"216,000","1,200,000",,,/wiki/Buick_Open,/wiki/Buick_Open,/wiki/Justin_Leonard
1996,1996,MAJ,32,11-Aug,PGA Championship,Kentucky,Mark Brooks (7),277 (-11),"430,000","2,400,000",,Major championship,/wiki/1996_PGA_Championship,/wiki/1996_PGA_Championship,/wiki/Mark_Brooks_(golfer)
1996,1996,PGA,33,18-Aug,Sprint International,Colorado,Clarence Rose (1),31 (Stableford),"288,000","1,600,000",,,/wiki/The_International_(golf),/wiki/The_International_(golf),/wiki/Clarence_Rose
1996,1996,PGA,34,25-Aug,Greater Vancouver Open,Canada,Guy Boros (1),272 (-12),"180,000","1,000,000",,,/wiki/Greater_Vancouver_Open,/wiki/Greater_Vancouver_Open,/wiki/Guy_Boros
1996,1996,PGA,34,25-Aug,NEC World Series of Golf,Ohio,Phil Mickelson (9),274 (-6),"378,000","2,100,000",,,/wiki/NEC_World_Series_of_Golf,/wiki/NEC_World_Series_of_Golf,/wiki/Phil_Mickelson
1996,1996,PGA,35,1-Sep,Greater Milwaukee Open,Wisconsin,Loren Roberts (4),265 (-19),"216,000","1,200,000",,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Loren_Roberts
1996,1996,PGA,36,8-Sep,Bell Canadian Open,Canada,Dudley Hart (1),202 (-14),"270,000","1,500,000",,,/wiki/Bell_Canadian_Open,/wiki/Canadian_Open_%28golf%29,/wiki/Dudley_Hart
1996,1996,PGA,37,15-Sep,Quad City Classic,Illinois,Ed Fiori (4),268 (-12),"216,000","1,200,000",,,/wiki/Quad_City_Classic,/wiki/John_Deere_Classic,/wiki/Ed_Fiori
1996,1996,PGA,38,22-Sep,B.C. Open,New York,Fred Funk (4),197 (-16),"180,000","1,000,000",,,/wiki/B.C._Open,/wiki/B.C._Open,/wiki/Fred_Funk
1996,1996,PGA,39,29-Sep,Buick Challenge,Georgia,Michael Bradley (1),134 (-10),"180,000","1,000,000",,,/wiki/Buick_Challenge,/wiki/Southern_Open,/wiki/Michael_Bradley_(golfer)
1996,1996,PGA,40,6-Oct,Las Vegas Invitational,Nevada,Tiger Woods (1),332 (-27),"297,000","1,650,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/Tiger_Woods
1996,1996,PGA,41,13-Oct,LaCantera Texas Open,Texas,David Ogrin (1),275 (-13),"216,000","1,200,000",,,/wiki/LaCantera_Texas_Open,/wiki/Valero_Texas_Open,/wiki/David_Ogrin
1996,1996,PGA,42,20-Oct,Walt Disney World/Oldsmobile Classic,Florida,Tiger Woods (2),267 (-21),"216,000","1,200,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Tiger_Woods
1996,1996,PGA,43,28-Oct,The Tour Championship,Oklahoma,Tom Lehman (4),268 (-12),"540,000","3,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,/wiki/Tom_Lehman
1997,1997,PGA,2,12-Jan,Mercedes Championships,California,Tiger Woods (3),202 (-14),"216,000","1,200,000",,,/wiki/Mercedes_Championships,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Tiger_Woods
1997,1997,PGA,3,19-Jan,Bob Hope Chrysler Classic,California,John Cook (9),327 (-33),"270,000","1,500,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/John_Cook_(golfer)
1997,1997,PGA,4,26-Jan,Phoenix Open,Arizona,Steve Jones (6),258 (-26),"270,000","1,500,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Steve_Jones_(golfer)
1997,1997,PGA,5,2-Feb,AT&T Pebble Beach National Pro-Am,California,Mark O'Meara (13),268 (-20),"342,000","1,900,000",,,/wiki/AT%26T_Pebble_Beach_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Mark_O%27Meara
1997,1997,PGA,6,9-Feb,Buick Invitational,California,Mark O'Meara (14),275 (-13),"270,000","1,500,000",,,/wiki/Buick_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Mark_O%27Meara
1997,1997,PGA,7,16-Feb,United Airlines Hawaiian Open,Hawaii,Paul Stankowski (2),271 (-17),"216,000","1,200,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Paul_Stankowski
1997,1997,PGA,8,23-Feb,Tucson Chrysler Classic,Arizona,Jeff Sluman (2),275 (-13),"234,000","1,300,000",,,/wiki/Tucson_Chrysler_Classic,/wiki/Tucson_Open,/wiki/Jeff_Sluman
1997,1997,PGA,9,2-Mar,Nissan Open,California,Nick Faldo (9),272 (-12),"252,000","1,400,000",,,/wiki/Nissan_Open,/wiki/Los_Angeles_Open,/wiki/Nick_Faldo
1997,1997,PGA,10,9-Mar,Doral-Ryder Open,Florida,Steve Elkington (7),275 (-13),"324,000","1,800,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/Steve_Elkington
1997,1997,PGA,11,16-Mar,Honda Classic,Florida,Stuart Appleby (1),274 (-14),"270,000","1,500,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Stuart_Appleby
1997,1997,PGA,12,23-Mar,Bay Hill Invitational,Florida,Phil Mickelson (10),272 (-16),"270,000","1,500,000",,,/wiki/Bay_Hill_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Phil_Mickelson
1997,1997,PGA,13,30-Mar,The Players Championship,Florida,Steve Elkington (8),272 (-16),"630,000","3,500,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Steve_Elkington
1997,1997,PGA,14,6-Apr,Freeport-McDermott Classic,Louisiana,Brad Faxon (4),272 (-16),"270,000","1,500,000",,,/wiki/Freeport-McDermott_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Brad_Faxon
1997,1997,MAJ,15,13-Apr,Masters Tournament,Georgia,Tiger Woods (4),270 (-18),"486,000","2,700,000",,Major championship,/wiki/1997_Masters_Tournament,/wiki/1997_Masters_Tournament,/wiki/Tiger_Woods
1997,1997,PGA,16,20-Apr,MCI Classic,South Carolina,Nick Price (16),269 (-15),"270,000","1,500,000",,,/wiki/MCI_Classic,/wiki/RBC_Heritage,/wiki/Nick_Price
1997,1997,PGA,17,27-Apr,Greater Greensboro Chrysler Classic,North Carolina,Frank Nobilo (1),274 (-14),"342,000","1,900,000",,,/wiki/Greater_Greensboro_Chrysler_Classic,/wiki/Wyndham_Championship,/wiki/Frank_Nobilo
1997,1997,PGA,18,4-May,Shell Houston Open,Texas,Phil Blackmar (3),276 (-12),"288,000","1,600,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/Phil_Blackmar
1997,1997,PGA,19,11-May,BellSouth Classic,Georgia,Scott McCarron (2),274 (-14),"270,000","1,500,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/Scott_McCarron
1997,1997,PGA,20,18-May,GTE Byron Nelson Golf Classic,Texas,Tiger Woods (5),263 (-17),"324,000","1,800,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Tiger_Woods
1997,1997,PGA,21,25-May,MasterCard Colonial,Texas,David Frost (10),265 (-15),"288,000","1,600,000",,,/wiki/MasterCard_Colonial,/wiki/Dean_%26_DeLuca_Invitational,/wiki/David_Frost_(golfer)
1997,1997,PGA,22,2-Jun,Memorial Tournament,Ohio,Vijay Singh (4),202 (-14),"342,000","1,900,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Vijay_Singh
1997,1997,PGA,23,8-Jun,Kemper Open,Maryland,Justin Leonard (2),274 (-10),"270,000","1,500,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Justin_Leonard
1997,1997,MAJ,24,15-Jun,U.S. Open,Maryland,Ernie Els (4),276 (-4),"465,000","2,600,000",,Major championship,/wiki/1997_U.S._Open_(golf),/wiki/1997_U.S._Open_(golf),/wiki/Ernie_Els
1997,1997,PGA,25,22-Jun,Buick Classic,New York,Ernie Els (5),268 (-16),"270,000","1,500,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/Ernie_Els
1997,1997,PGA,26,29-Jun,FedEx St. Jude Classic,Tennessee,Greg Norman (19),268 (-16),"270,000","1,500,000",,,/wiki/FedEx_St._Jude_Classic,/wiki/St._Jude_Classic,/wiki/Greg_Norman
1997,1997,PGA,27,6-Jul,Motorola Western Open,Illinois,Tiger Woods (6),275 (-13),"360,000","2,000,000",,,/wiki/Motorola_Western_Open,/wiki/Western_Open,/wiki/Tiger_Woods
1997,1997,PGA,28,13-Jul,Quad City Classic,Illinois,David Toms (1),265 (-15),"243,000","1,350,000",,,/wiki/Quad_City_Classic,/wiki/John_Deere_Classic,/wiki/David_Toms
1997,1997,PGA,29,20-Jul,Deposit Guaranty Golf Classic,Mississippi,Billy Ray Brown (3),271 (-17),"180,000","1,000,000",,,/wiki/Deposit_Guaranty_Golf_Classic,/wiki/Sanderson_Farms_Championship,/wiki/Billy_Ray_Brown
1997,1997,MAJ,29,20-Jul,The Open Championship,Scotland,Justin Leonard (3),272 (-12),"418,875","2,680,000",,Major championship,/wiki/1997_Open_Championship,/wiki/1997_Open_Championship,/wiki/Justin_Leonard
1997,1997,PGA,30,27-Jul,Canon Greater Hartford Open,Connecticut,Stewart Cink (1),267 (-13),"270,000","1,500,000",,,/wiki/Canon_Greater_Hartford_Open,/wiki/Travelers_Championship,/wiki/Stewart_Cink
1997,1997,PGA,31,3-Aug,Sprint International,Colorado,Phil Mickelson (11),48 (Stableford),"306,000","1,700,000",,,/wiki/The_International_(golf),/wiki/The_International_(golf),/wiki/Phil_Mickelson
1997,1997,PGA,32,10-Aug,Buick Open,Michigan,Vijay Singh (5),273 (-15),"270,000","1,500,000",,,/wiki/Buick_Open,/wiki/Buick_Open,/wiki/Vijay_Singh
1997,1997,MAJ,33,17-Aug,PGA Championship,New York,Davis Love III (11),269 (-11),"470,000","2,600,000",,Major championship,/wiki/1997_PGA_Championship,/wiki/1997_PGA_Championship,/wiki/Davis_Love_III
1997,1997,PGA,34,24-Aug,NEC World Series of Golf,Ohio,Greg Norman (20),273 (-7),"396,000","2,200,000",,,/wiki/NEC_World_Series_of_Golf,/wiki/NEC_World_Series_of_Golf,/wiki/Greg_Norman
1997,1997,PGA,34,24-Aug,Greater Vancouver Open,Canada,Mark Calcavecchia (9),265 (-19),"270,000","1,500,000",,,/wiki/Greater_Vancouver_Open,/wiki/Greater_Vancouver_Open,/wiki/Mark_Calcavecchia
1997,1997,PGA,35,31-Aug,Greater Milwaukee Open,Wisconsin,Scott Hoch (8),268 (-16),"234,000","1,300,000",,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Scott_Hoch
1997,1997,PGA,36,7-Sep,Bell Canadian Open,Canada,Steve Jones (7),275 (-5),"270,000","1,500,000",,,/wiki/Bell_Canadian_Open,/wiki/Canadian_Open_%28golf%29,/wiki/Steve_Jones_(golfer)
1997,1997,PGA,37,14-Sep,CVS Charity Classic,Massachusetts,Loren Roberts (5),266 (-18),"216,000","1,200,000",,,/wiki/CVS_Charity_Classic,/wiki/New_England_Classic,/wiki/Loren_Roberts
1997,1997,PGA,38,21-Sep,LaCantera Texas Open,Texas,Tim Herron (2),271 (-17),"252,000","1,400,000",,,/wiki/LaCantera_Texas_Open,/wiki/Valero_Texas_Open,/wiki/Tim_Herron
1997,1997,PGA,39,28-Sep,B.C. Open,New York,Gabriel Hjertstedt (1),275 (-13),"234,000","1,300,000",,,/wiki/B.C._Open,/wiki/B.C._Open,/wiki/Gabriel_Hjertstedt
1997,1997,PGA,40,5-Oct,Buick Challenge,Georgia,Davis Love III (12),267 (-21),"216,000","1,200,000",,,/wiki/Buick_Challenge,/wiki/Southern_Open,/wiki/Davis_Love_III
1997,1997,PGA,41,12-Oct,Michelob Championship at Kingsmill,Virginia,David Duval (1),271 (-13),"279,000","1,550,000",,,/wiki/Michelob_Championship_at_Kingsmill,/wiki/Michelob_Championship,/wiki/David_Duval
1997,1997,PGA,42,19-Oct,Walt Disney World/Oldsmobile Classic,Florida,David Duval (2),270 (-18),"270,000","1,500,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/David_Duval
1997,1997,PGA,43,26-Oct,Las Vegas Invitational,Nevada,Bill Glasson (7),340 (-20),"324,000","1,800,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/Bill_Glasson
1997,1997,PGA,44,2-Nov,The Tour Championship,Texas,David Duval (3),273 (-11),"720,000","4,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,/wiki/David_Duval
1998,1998,PGA,2,11-Jan,Mercedes Championships,California,Phil Mickelson (12),271 (-17),"306,000","1,700,000",,,/wiki/Mercedes_Championships,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Phil_Mickelson
1998,1998,PGA,3,18-Jan,Bob Hope Chrysler Classic,California,Fred Couples (13),332 (-28),"414,000","2,300,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/Fred_Couples
1998,1998,PGA,4,25-Jan,Phoenix Open,Arizona,Jesper Parnevik (1),269 (-15),"450,000","2,500,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Jesper_Parnevik
1998,1998,PGA,6,8-Feb,Buick Invitational,California,Scott Simpson (7),204 (-12),"378,000","2,100,000",,,/wiki/Buick_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Scott_Simpson_(golfer)
1998,1998,PGA,7,15-Feb,United Airlines Hawaiian Open,Hawaii,John Huston (4),260 (-28),"324,000","1,800,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/John_Huston_(golfer)
1998,1998,PGA,8,22-Feb,Tucson Chrysler Classic,Arizona,David Duval (4),269 (-19),"360,000","2,000,000",,,/wiki/Tucson_Chrysler_Classic,/wiki/Tucson_Open,/wiki/David_Duval
1998,1998,PGA,9,1-Mar,Nissan Open,California,Billy Mayfair (4),272 (-12),"378,000","2,100,000",,,/wiki/Nissan_Open,/wiki/Los_Angeles_Open,/wiki/Billy_Mayfair
1998,1998,PGA,10,8-Mar,Doral-Ryder Open,Florida,Michael Bradley (2),278 (-10),"360,000","2,000,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/Michael_Bradley_(golfer)
1998,1998,PGA,11,15-Mar,Honda Classic,Florida,Mark Calcavecchia (10),270 (-18),"324,000","1,800,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Mark_Calcavecchia
1998,1998,PGA,12,22-Mar,Bay Hill Invitational,Florida,Ernie Els (6),274 (-14),"360,000","2,000,000",,,/wiki/Bay_Hill_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Ernie_Els
1998,1998,PGA,13,29-Mar,The Players Championship,Florida,Justin Leonard (4),278 (-10),"720,000","4,000,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Justin_Leonard
1998,1998,PGA,14,5-Apr,Freeport-McDermott Classic,Louisiana,Lee Westwood (1),273 (-15),"306,000","1,700,000",,,/wiki/Freeport-McDermott_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Lee_Westwood
1998,1998,MAJ,15,12-Apr,Masters Tournament,Georgia,Mark O'Meara (15),279 (-9),"576,000","3,200,000",,Major championship,/wiki/1998_Masters_Tournament,/wiki/1998_Masters_Tournament,/wiki/Mark_O%27Meara
1998,1998,PGA,16,19-Apr,MCI Classic,South Carolina,Davis Love III (13),266 (-18),"342,000","1,900,000",,,/wiki/MCI_Classic,/wiki/RBC_Heritage,/wiki/Davis_Love_III
1998,1998,PGA,17,26-Apr,Greater Greensboro Chrysler Classic,North Carolina,Trevor Dodds (1),276 (-12),"396,000","2,200,000",,,/wiki/Greater_Greensboro_Chrysler_Classic,/wiki/Wyndham_Championship,/wiki/Trevor_Dodds
1998,1998,PGA,18,3-May,Shell Houston Open,Texas,David Duval (5),276 (-12),"360,000","2,000,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/David_Duval
1998,1998,PGA,19,10-May,BellSouth Classic,Georgia,Tiger Woods (7),271 (-17),"324,000","1,800,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/Tiger_Woods
1998,1998,PGA,20,17-May,GTE Byron Nelson Golf Classic,Texas,John Cook (10),265 (-15),"450,000","2,500,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/John_Cook_(golfer)
1998,1998,PGA,21,24-May,MasterCard Colonial,Texas,Tom Watson (39),265 (-15),"414,000","2,300,000",,,/wiki/MasterCard_Colonial,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Tom_Watson_(golfer)
1998,1998,PGA,22,31-May,Memorial Tournament,Ohio,Fred Couples (14),271 (-17),"396,000","2,200,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Fred_Couples
1998,1998,PGA,23,7-Jun,Kemper Open,Maryland,Stuart Appleby (2),274 (-10),"360,000","2,000,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Stuart_Appleby
1998,1998,PGA,24,14-Jun,Buick Classic,New York,J. P. Hayes (1),201 (-12),"324,000","1,800,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/J._P._Hayes
1998,1998,MAJ,25,21-Jun,U.S. Open,California,Lee Janzen (8),280 (E),"535,000","3,000,000",,Major championship,/wiki/1998_U.S._Open_(golf),/wiki/1998_U.S._Open_(golf),/wiki/Lee_Janzen
